BI00B32AF    @TTB208D       20220811181B0911741              CAVSAS 0.3X3 GY          CCN000003750000003750FN00000000020220801000003750NNE   20220719131655    1W    00000025000002843000000000032AF    HBYHVTB 000000000000UX427001
BI00B32DE    TT2083         20220721180D0203975              AVSSH 0.5F Y/R           CCN000001500000001500FN00000000020220801000001500NNM22 20220719120259    1W    00000150000000689000000000032DE    TVYEV-TV000000000000VT227060
BI00B32DE    TT208D         2022072118007704160              AVSS 1.25F G             CCN000005600000005600FN00000000020220801000005600NNE20 20220719120259    1W    00000080000001389000000000032DE    TVYEV-TV000000000000VS227028
BI00B32DE    TT208D         20220721180D0203949              AVSSH 0.5F W/L           CCN000004500000004500FN00000000020220801000004500NNE20 20220719120259    1W    00000150000000689000000000032DE    TVYEV-TV000000000000VS227014
BI00B32DE    TT208D         20220721180D0203975              AVSSH 0.5F Y/R           CCN000003000000003000FN00000000020220801000003000NNE20 20220719120259    1W    00000150000000689000000000032DE    TVYEV-TV000000000000VS227015
BI00B32DE    TT208D         20220721180D0204149              AVSSH 1.25F W/L          CCN000006400000006400FN00000000020220801000006400NNE20 20220719120259    1W    00000080000001458000000000032DE    TVYEV-TV000000000000VS227021
BI00B32DE    TT208E         2022072118007704143              AVSS 1.25F W/B           CCN000002400000002400FN00000000020220801000002400NNE20 20220719120259    1W    00000080000001389000000000032DE    TVYEV-TV000000000000VX227048
BI00B32DE    TT208E         20220721180D0204030              AVSSH 0.75F B            CCN000001000000001000FN00000000020220801000001000NNE20 20220719120259    1W    00000100000000934000000000032DE    TVYEV-TV000000000000VX227029
BI00A32DJ    GHT2209-1      20220721180D0204092              AVSSH 0.75F V            CCN000002000000001000FN00000000020220601000001000NNM20 20220719154536    1W    00000100000000934000000000032DJ    RBYIPLRB000000000000XH227013
BI00B32DJ    GHT2209-1      20220727180D0204092              AVSSH 0.75F V            CCN000001000000001000FN00000000020220601000001000NNM00 20220719145444    1W    00000100000000934000000000032DJ    RBYIPLRB000000000000XH227013
BI00B32E2    @WY209A        20220803181E50016ZZ              AVSSCS-S 0.5FX2 DGY/R    CCN000000300000000300FN00000000020220901000000300NNE   20220719133712    1W    00000030000003096000000000032E2    SPYSE   000000000000KX327001
BI00B32P8    TAPAW-2095     2022083118007704190              AVSS 1.25F L             CCN000003200000003200FN00000000020220901000003200NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT328228
BI00B32P8    TAPAW-2092     2022081018007704193              AVSS 1.25F L/B           CCN000001600000001600FN00000000020220901000001600NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT427197
BI00B32P8    TAPAW-2093     2022081718007704193              AVSS 1.25F L/B           CCN000001600000001600FN00000000020220901000001600NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT128217
BI00B32P8    TAPAW-2094     2022082418007704193              AVSS 1.25F L/B           CCN000001600000001600FN00000000020220901000001600NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT228226
BI00B32P8    TAPAW-2095     2022083118007704193              AVSS 1.25F L/B           CCN000001600000001600FN00000000020220901000001600NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT328229
BI00B32P8    TAPAW-2092     2022081018007704197              AVSS 1.25F L/Y           CCN000003200000003200FN00000000020220901000003200NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT427198
BI00B32P8    TAPAW-2093     2022081718007704197              AVSS 1.25F L/Y           CCN000003200000003200FN00000000020220901000003200NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT128218
BI00B32P8    TAPAW-2094     2022082418007704197              AVSS 1.25F L/Y           CCN000003200000003200FN00000000020220901000003200NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT228227
BI00B32P8    TAPAW-2095     2022083118007704197              AVSS 1.25F L/Y           CCN000003200000003200FN00000000020220901000003200NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT328230
BI00B32P8    TAPAW-2091     2022080318007704152              AVSS 1.25F P             CCN000000800000000800FN00000000020220901000000800NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT327168
BI00B32P8    TAPAW-2092     2022081018007704152              AVSS 1.25F P             CCN000000800000000800FN00000000020220901000000800NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT427199
BI00B32P8    TAPAW-2093     2022081718007704152              AVSS 1.25F P             CCN000000800000000800FN00000000020220901000000800NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT128219
BI00B32P8    TAPAW-2094     2022082418007704152              AVSS 1.25F P             CCN000000800000000800FN00000000020220901000000800NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT228228
BI00B32P8    TAPAW-2095     2022083118007704152              AVSS 1.25F P             CCN000000800000000800FN00000000020220901000000800NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT328231
BI00B32P8    TAPAW-2092     2022081018007704150              AVSS 1.25F R             CCN000004800000004800FN00000000020220901000004800NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT427200
BI00B32P8    TAPAW-2093     2022081718007704150              AVSS 1.25F R             CCN000006400000006400FN00000000020220901000006400NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT128220
BI00B32P8    TAPAW-2094     2022082418007704150              AVSS 1.25F R             CCN000006400000006400FN00000000020220901000006400NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT228229
BI00B32P8    TAPAW-2095     2022083118007704150              AVSS 1.25F R             CCN000007200000007200FN00000000020220901000007200NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT328232
BI00B32P8    TAPAW-2092     2022081018007704156              AVSS 1.25F R/G           CCN000000800000000800FN00000000020220901000000800NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT427201
BI00B32P8    TAPAW-2093     2022081718007704156              AVSS 1.25F R/G           CCN000001600000001600FN00000000020220901000001600NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT128221
BI00B32P8    TAPAW-2094     2022082418007704156              AVSS 1.25F R/G           CCN000001600000001600FN00000000020220901000001600NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT228230
BI00B32P8    TAPAW-2095     2022083118007704156              AVSS 1.25F R/G           CCN000002400000002400FN00000000020220901000002400NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT328233
BI00B32P8    TAPAW-2094     2022082418007704159              AVSS 1.25F R/L           CCN000003200000003200FN00000000020220901000003200NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT228231
BI00B32P8    TAPAW-2095     2022083118007704159              AVSS 1.25F R/L           CCN000003200000003200FN00000000020220901000003200NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT328234
BI00B32P8    TAPAW-2093     2022081718007704154              AVSS 1.25F R/W           CCN000001600000001600FN00000000020220901000001600NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT128222
BI00B32P8    TAPAW-2094     2022082418007704154              AVSS 1.25F R/W           CCN000002400000002400FN00000000020220901000002400NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT228232
BI00B32P8    TAPAW-2095     2022083118007704154              AVSS 1.25F R/W           CCN000002400000002400FN00000000020220901000002400NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT328235
BI00B32P8    TAPAW-2091     2022080318007704157              AVSS 1.25F R/Y           CCN000008800000008800FN00000000020220901000008800NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT327169
BI00B32P8    TAPAW-2092     2022081018007704157              AVSS 1.25F R/Y           CCN000004000000004000FN00000000020220901000004000NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT427202
BI00B32P8    TAPAW-2093     2022081718007704157              AVSS 1.25F R/Y           CCN000004800000004800FN00000000020220901000004800NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT128223
BI00B32P8    TAPAW-2094     2022082418007704157              AVSS 1.25F R/Y           CCN000004800000004800FN00000000020220901000004800NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT228233
BI00B32P8    TAPAW-2095     2022083118007704157              AVSS 1.25F R/Y           CCN000004800000004800FN00000000020220901000004800NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT328236
BI00B32P8    TAPAW-2091     2022080318007704140              AVSS 1.25F W             CCN000016000000016000FN00000000020220901000016000NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT327170
BI00B32P8    TAPAW-2092     2022081018007704140              AVSS 1.25F W             CCN000011200000011200FN00000000020220901000011200NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT427203
BI00B32P8    TAPAW-2093     2022081718007704140              AVSS 1.25F W             CCN000011200000011200FN00000000020220901000011200NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT128224
BI00B32P8    TAPAW-2094     2022082418007704140              AVSS 1.25F W             CCN000010400000010400FN00000000020220901000010400NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT228234
BI00B32P8    TAPAW-2095     2022083118007704140              AVSS 1.25F W             CCN000011200000011200FN00000000020220901000011200NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT328237
BI00B32P8    TAPAW-2093     2022081718007704143              AVSS 1.25F W/B           CCN000003200000003200FN00000000020220901000003200NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT128225
BI00B32P8    TAPAW-2094     2022082418007704143              AVSS 1.25F W/B           CCN000003200000003200FN00000000020220901000003200NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT228235
BI00B32P8    TAPAW-2095     2022083118007704143              AVSS 1.25F W/B           CCN000002400000002400FN00000000020220901000002400NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT328238
BI00B32P8    TAPAW-2091     2022080318007704146              AVSS 1.25F W/G           CCN000001600000001600FN00000000020220901000001600NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT327171
BI00B32P8    TAPAW-2092     2022081018007704146              AVSS 1.25F W/G           CCN000001600000001600FN00000000020220901000001600NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT427204
BI00B32P8    TAPAW-2093     2022081718007704146              AVSS 1.25F W/G           CCN000000800000000800FN00000000020220901000000800NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT128226
BI00B32P8    TAPAW-2094     2022082418007704146              AVSS 1.25F W/G           CCN000001600000001600FN00000000020220901000001600NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT228236
BI00B32P8    TAPAW-2095     2022083118007704146              AVSS 1.25F W/G           CCN000001600000001600FN00000000020220901000001600NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT328239
BI00B32P8    TAPAW-2093     2022081718007704149              AVSS 1.25F W/L           CCN000000800000000800FN00000000020220901000000800NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT128227
BI00B32P8    TAPAW-2094     2022082418007704149              AVSS 1.25F W/L           CCN000002400000002400FN00000000020220901000002400NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT228237
BI00B32P8    TAPAW-2095     2022083118007704149              AVSS 1.25F W/L           CCN000002400000002400FN00000000020220901000002400NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT328240
BI00B32P8    TAPAW-2092     2022081018007704170              AVSS 1.25F Y             CCN000002400000002400FN00000000020220901000002400NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT427205
BI00B32P8    TAPAW-2093     2022081718007704170              AVSS 1.25F Y             CCN000008000000008000FN00000000020220901000008000NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT128228
BI00B32P8    TAPAW-2094     2022082418007704170              AVSS 1.25F Y             CCN000008000000008000FN00000000020220901000008000NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT228238
BI00B32P8    TAPAW-2095     2022083118007704170              AVSS 1.25F Y             CCN000007200000007200FN00000000020220901000007200NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT328241
BI00B32P8    TAPAW-2093     2022081718007704173              AVSS 1.25F Y/B           CCN000001600000001600FN00000000020220901000001600NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT128229
BI00B32P8    TAPAW-2094     2022082418007704173              AVSS 1.25F Y/B           CCN000001600000001600FN00000000020220901000001600NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT228239
BI00B32P8    TAPAW-2095     2022083118007704173              AVSS 1.25F Y/B           CCN000001600000001600FN00000000020220901000001600NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT328242
BI00B32P8    TAPAW-2095     2022083118007704176              AVSS 1.25F Y/G           CCN000000800000000800FN00000000020220901000000800NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT328243
BI00B32P8    TAPAW-2093     2022081718007704179              AVSS 1.25F Y/L           CCN000000800000000800FN00000000020220901000000800NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT128230
BI00B32P8    TAPAW-2094     2022082418007704179              AVSS 1.25F Y/L           CCN000000800000000800FN00000000020220901000000800NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT228240
BI00B32P8    TAPAW-2095     2022083118007704179              AVSS 1.25F Y/L           CCN000000800000000800FN00000000020220901000000800NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT328244
BI00B32P8    TAPAW-2091     2022080318007704175              AVSS 1.25F Y/R           CCN000000800000000800FN00000000020220901000000800NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT327172
BI00B32P8    TAPAW-2092     2022081018007704175              AVSS 1.25F Y/R           CCN000000800000000800FN00000000020220901000000800NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT427206
BI00B32P8    TAPAW-2093     2022081718007704175              AVSS 1.25F Y/R           CCN000000800000000800FN00000000020220901000000800NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT128231
BI00B32P8    TAPAW-2094     2022082418007704175              AVSS 1.25F Y/R           CCN000000800000000800FN00000000020220901000000800NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT228241
BI00B32P8    TAPAW-2095     2022083118007704175              AVSS 1.25F Y/R           CCN000000800000000800FN00000000020220901000000800NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT328245
BI00B32P8    TAPAW-2092     2022081018007704174              AVSS 1.25F Y/W           CCN000000800000000800FN00000000020220901000000800NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT427207
BI00B32P8    TAPAW-2093     2022081718007704174              AVSS 1.25F Y/W           CCN000001600000001600FN00000000020220901000001600NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT128232
BI00B32P8    TAPAW-2094     2022082418007704174              AVSS 1.25F Y/W           CCN000001600000001600FN00000000020220901000001600NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT228242
BI00B32P8    TAPAW-2095     2022083118007704174              AVSS 1.25F Y/W           CCN000001600000001600FN00000000020220901000001600NNM   20220719143334    1W    00000080000001389000000000032P8    YIYTM   000000000000YT328246
BI00B32P8    TAPAW-2091     20220803180D0203930              AVSSH 0.5F B             CCN000012000000012000FN00000000020220901000012000NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT327056
BI00B32P8    TAPAW-2092     20220810180D0203930              AVSSH 0.5F B             CCN000013500000013500FN00000000020220901000013500NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT427066
BI00B32P8    TAPAW-2093     20220817180D0203930              AVSSH 0.5F B             CCN000012000000012000FN00000000020220901000012000NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT128079
BI00B32P8    TAPAW-2094     20220824180D0203930              AVSSH 0.5F B             CCN000013500000013500FN00000000020220901000013500NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT228080
BI00B32P8    TAPAW-2095     20220831180D0203930              AVSSH 0.5F B             CCN000012000000012000FN00000000020220901000012000NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT328084
BI00B32P8    TAPAW-2091     20220803180D0203935              AVSSH 0.5F B/R           CCN000003000000003000FN00000000020220901000003000NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT327057
BI00B32P8    TAPAW-2092     20220810180D0203935              AVSSH 0.5F B/R           CCN000003000000003000FN00000000020220901000003000NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT427067
BI00B32P8    TAPAW-2093     20220817180D0203935              AVSSH 0.5F B/R           CCN000003000000003000FN00000000020220901000003000NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT128080
BI00B32P8    TAPAW-2094     20220824180D0203935              AVSSH 0.5F B/R           CCN000004500000004500FN00000000020220901000004500NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT228081
BI00B32P8    TAPAW-2095     20220831180D0203935              AVSSH 0.5F B/R           CCN000003000000003000FN00000000020220901000003000NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT328085
BI00B32P8    TAPAW-2092     20220810180D0203937              AVSSH 0.5F B/Y           CCN000003000000003000FN00000000020220901000003000NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT427068
BI00B32P8    TAPAW-2093     20220817180D0203937              AVSSH 0.5F B/Y           CCN000003000000003000FN00000000020220901000003000NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT128081
BI00B32P8    TAPAW-2094     20220824180D0203937              AVSSH 0.5F B/Y           CCN000001500000001500FN00000000020220901000001500NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT228082
BI00B32P8    TAPAW-2095     20220831180D0203937              AVSSH 0.5F B/Y           CCN000003000000003000FN00000000020220901000003000NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT328086
BI00B32P8    TAPAW-2092     20220810180D0203960              AVSSH 0.5F G             CCN000003000000003000FN00000000020220901000003000NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT427069
BI00B32P8    TAPAW-2093     20220817180D0203960              AVSSH 0.5F G             CCN000004500000004500FN00000000020220901000004500NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT128082
BI00B32P8    TAPAW-2094     20220824180D0203960              AVSSH 0.5F G             CCN000004500000004500FN00000000020220901000004500NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT228083
BI00B32P8    TAPAW-2095     20220831180D0203960              AVSSH 0.5F G             CCN000003000000003000FN00000000020220901000003000NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT328087
BI00B32P8    TAPAW-2091     20220803180D0203964              AVSSH 0.5F G/W           CCN000004500000004500FN00000000020220901000004500NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT327058
BI00B32P8    TAPAW-2092     20220810180D0203964              AVSSH 0.5F G/W           CCN000001500000001500FN00000000020220901000001500NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT427070
BI00B32P8    TAPAW-2093     20220817180D0203964              AVSSH 0.5F G/W           CCN000003000000003000FN00000000020220901000003000NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT128083
BI00B32P8    TAPAW-2094     20220824180D0203964              AVSSH 0.5F G/W           CCN000003000000003000FN00000000020220901000003000NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT228084
BI00B32P8    TAPAW-2095     20220831180D0203964              AVSSH 0.5F G/W           CCN000001500000001500FN00000000020220901000001500NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT328088
BI00B32P8    TAPAW-2091     20220803180D0203941              AVSSH 0.5F GY            CCN000004500000004500FN00000000020220901000004500NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT327059
BI00B32P8    TAPAW-2092     20220810180D0203941              AVSSH 0.5F GY            CCN000001500000001500FN00000000020220901000001500NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT427071
BI00B32P8    TAPAW-2093     20220817180D0203941              AVSSH 0.5F GY            CCN000001500000001500FN00000000020220901000001500NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT128084
BI00B32P8    TAPAW-2094     20220824180D0203941              AVSSH 0.5F GY            CCN000001500000001500FN00000000020220901000001500NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT228085
BI00B32P8    TAPAW-2095     20220831180D0203941              AVSSH 0.5F GY            CCN000003000000003000FN00000000020220901000003000NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT328089
BI00B32P8    TAPAW-2091     20220803180D0203990              AVSSH 0.5F L             CCN000010500000010500FN00000000020220901000010500NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT327060
BI00B32P8    TAPAW-2092     20220810180D0203990              AVSSH 0.5F L             CCN000007500000007500FN00000000020220901000007500NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT427072
BI00B32P8    TAPAW-2093     20220817180D0203990              AVSSH 0.5F L             CCN000006000000006000FN00000000020220901000006000NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT128085
BI00B32P8    TAPAW-2094     20220824180D0203990              AVSSH 0.5F L             CCN000007500000007500FN00000000020220901000007500NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT228086
BI00B32P8    TAPAW-2095     20220831180D0203990              AVSSH 0.5F L             CCN000006000000006000FN00000000020220901000006000NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT328090
BI00B32P8    TAPAW-2091     20220803180D0203994              AVSSH 0.5F L/W           CCN000007500000007500FN00000000020220901000007500NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT327061
BI00B32P8    TAPAW-2092     20220810180D0203994              AVSSH 0.5F L/W           CCN000003000000003000FN00000000020220901000003000NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT427073
BI00B32P8    TAPAW-2093     20220817180D0203994              AVSSH 0.5F L/W           CCN000003000000003000FN00000000020220901000003000NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT128086
BI00B32P8    TAPAW-2094     20220824180D0203994              AVSSH 0.5F L/W           CCN000004500000004500FN00000000020220901000004500NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT228087
BI00B32P8    TAPAW-2095     20220831180D0203994              AVSSH 0.5F L/W           CCN000003000000003000FN00000000020220901000003000NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT328091
BI00B32P8    TAPAW-2093     20220817180D0203909              AVSSH 0.5F LG/R          CCN000001500000001500FN00000000020220901000001500NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT128087
BI00B32P8    TAPAW-2091     20220803180D0203952              AVSSH 0.5F P             CCN000004500000004500FN00000000020220901000004500NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT327062
BI00B32P8    TAPAW-2092     20220810180D0203952              AVSSH 0.5F P             CCN000003000000003000FN00000000020220901000003000NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT427074
BI00B32P8    TAPAW-2093     20220817180D0203952              AVSSH 0.5F P             CCN000003000000003000FN00000000020220901000003000NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT128088
BI00B32P8    TAPAW-2094     20220824180D0203952              AVSSH 0.5F P             CCN000003000000003000FN00000000020220901000003000NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT228088
BI00B32P8    TAPAW-2095     20220831180D0203952              AVSSH 0.5F P             CCN000001500000001500FN00000000020220901000001500NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT328092
BI00B32P8    TAPAW-2091     20220803180D0203907              AVSSH 0.5F P/B           CCN000003000000003000FN00000000020220901000003000NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT327063
BI00B32P8    TAPAW-2092     20220810180D0203907              AVSSH 0.5F P/B           CCN000001500000001500FN00000000020220901000001500NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT427075
BI00B32P8    TAPAW-2093     20220817180D0203907              AVSSH 0.5F P/B           CCN000001500000001500FN00000000020220901000001500NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT128089
BI00B32P8    TAPAW-2094     20220824180D0203907              AVSSH 0.5F P/B           CCN000001500000001500FN00000000020220901000001500NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT228089
BI00B32P8    TAPAW-2095     20220831180D0203907              AVSSH 0.5F P/B           CCN000003000000003000FN00000000020220901000003000NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT328093
BI00B32P8    TAPAW-2092     20220810180D0203950              AVSSH 0.5F R             CCN000004500000004500FN00000000020220901000004500NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT427076
BI00B32P8    TAPAW-2093     20220817180D0203950              AVSSH 0.5F R             CCN000010500000010500FN00000000020220901000010500NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT128090
BI00B32P8    TAPAW-2094     20220824180D0203950              AVSSH 0.5F R             CCN000009000000009000FN00000000020220901000009000NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT228090
BI00B32P8    TAPAW-2095     20220831180D0203950              AVSSH 0.5F R             CCN000010500000010500FN00000000020220901000010500NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT328094
BI00B32P8    TAPAW-2091     20220803180D0203959              AVSSH 0.5F R/L           CCN000001500000001500FN00000000020220901000001500NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT327064
BI00B32P8    TAPAW-2092     20220810180D0203959              AVSSH 0.5F R/L           CCN000001500000001500FN00000000020220901000001500NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT427077
BI00B32P8    TAPAW-2094     20220824180D0203959              AVSSH 0.5F R/L           CCN000001500000001500FN00000000020220901000001500NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT228091
BI00B32P8    TAPAW-2095     20220831180D0203959              AVSSH 0.5F R/L           CCN000001500000001500FN00000000020220901000001500NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT328095
BI00B32P8    TAPAW-2091     20220803180D0203954              AVSSH 0.5F R/W           CCN000004500000004500FN00000000020220901000004500NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT327065
BI00B32P8    TAPAW-2092     20220810180D0203954              AVSSH 0.5F R/W           CCN000003000000003000FN00000000020220901000003000NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT427078
BI00B32P8    TAPAW-2093     20220817180D0203954              AVSSH 0.5F R/W           CCN000003000000003000FN00000000020220901000003000NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT128091
BI00B32P8    TAPAW-2094     20220824180D0203954              AVSSH 0.5F R/W           CCN000003000000003000FN00000000020220901000003000NNM   20220719143334    1W    00000150000000689000000000032P8    YIYTM   000000000000YT228092
