BI00B32CJ    TTQ209H        202209091801W004091              IVSSH 0.75F SB           CCN000002600000002600FN00000000020220901000002600NNE   20220822085940    1W    00000130000000882000000000032CJ    QNYHVQN 000000000000UO428001
BI00B32P8    TAPAW-2114     2022102618007704011              AVSS 0.75F GY/L          CCN000007000000007000FN00000000020221101000007000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT22A171
BI00B32P8    TAPAW-2113     2022101918007704093              AVSS 0.75F L/B           CCN000002000000002000FN00000000020221101000002000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT12A136
BI00B32P8    TAPAW-2114     2022102618007704093              AVSS 0.75F L/B           CCN000006000000006000FN00000000020221101000006000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT22A173
BI00B32P8    TAPAW-2111     2022100518007704096              AVSS 0.75F L/G           CCN000001000000001000FN00000000020221101000001000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT329057
BI00B32P8    TAPAW-2112     2022101218007704096              AVSS 0.75F L/G           CCN000001000000001000FN00000000020221101000001000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT429099
BI00B32P8    TAPAW-2114     2022102618007704096              AVSS 0.75F L/G           CCN000001000000001000FN00000000020221101000001000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT22A174
BI00B32P8    TAPAW-2112     2022101218007704095              AVSS 0.75F L/R           CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT429100
BI00B32P8    TAPAW-2113     2022101918007704095              AVSS 0.75F L/R           CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT12A137
BI00B32P8    TAPAW-2114     2022102618007704095              AVSS 0.75F L/R           CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT22A175
BI00B32P8    TAPAW-2113     2022101918007704097              AVSS 0.75F L/Y           CCN000002000000002000FN00000000020221101000002000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT12A138
BI00B32P8    TAPAW-2114     2022102618007704097              AVSS 0.75F L/Y           CCN000009000000009000FN00000000020221101000009000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT22A176
BI00B32P8    TAPAW-2111     2022100518007704052              AVSS 0.75F P             CCN000004000000004000FN00000000020221101000004000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT329058
BI00B32P8    TAPAW-2112     2022101218007704052              AVSS 0.75F P             CCN000002000000002000FN00000000020221101000002000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT429101
BI00B32P8    TAPAW-2113     2022101918007704052              AVSS 0.75F P             CCN000002000000002000FN00000000020221101000002000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT12A139
BI00B32P8    TAPAW-2114     2022102618007704052              AVSS 0.75F P             CCN000002000000002000FN00000000020221101000002000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT22A177
BI00B32P8    TAPAW-2114     2022102618007704050              AVSS 0.75F R             CCN000007000000007000FN00000000020221101000007000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT22A178
BI00B32P8    TAPAW-2112     2022101218007704056              AVSS 0.75F R/G           CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT429102
BI00B32P8    TAPAW-2113     2022101918007704056              AVSS 0.75F R/G           CCN000005000000005000FN00000000020221101000005000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT12A140
BI00B32P8    TAPAW-2114     2022102618007704056              AVSS 0.75F R/G           CCN000005000000005000FN00000000020221101000005000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT22A179
BI00B32P8    TAPAW-2114     2022102618007704059              AVSS 0.75F R/L           CCN000002000000002000FN00000000020221101000002000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT22A180
BI00B32P8    TAPAW-2113     2022101918007704057              AVSS 0.75F R/Y           CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT12A141
BI00B32P8    TAPAW-2114     2022102618007704057              AVSS 0.75F R/Y           CCN000009000000009000FN00000000020221101000009000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT22A181
BI00B32P8    TAPAW-2113     2022101918007704092              AVSS 0.75F V             CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT12A142
BI00B32P8    TAPAW-2114     2022102618007704092              AVSS 0.75F V             CCN000005000000005000FN00000000020221101000005000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT22A182
BI00B32P8    TAPAW-2114     2022102618007704040              AVSS 0.75F W             CCN000005000000005000FN00000000020221101000005000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT22A185
BI00B32P8    TAPAW-2112     2022101218007704049              AVSS 0.75F W/L           CCN000001000000001000FN00000000020221101000001000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT429103
BI00B32P8    TAPAW-2113     2022101918007704049              AVSS 0.75F W/L           CCN000006000000006000FN00000000020221101000006000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT12A143
BI00B32P8    TAPAW-2114     2022102618007704049              AVSS 0.75F W/L           CCN000005000000005000FN00000000020221101000005000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT22A186
BI00B32P8    TAPAW-2113     2022101918007704045              AVSS 0.75F W/R           CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT12A144
BI00B32P8    TAPAW-2114     2022102618007704045              AVSS 0.75F W/R           CCN000004000000004000FN00000000020221101000004000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT22A187
BI00B32P8    TAPAW-2114     2022102618007704070              AVSS 0.75F Y             CCN000002000000002000FN00000000020221101000002000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT22A188
BI00B32P8    TAPAW-2113     2022101918007704073              AVSS 0.75F Y/B           CCN000002000000002000FN00000000020221101000002000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT12A145
BI00B32P8    TAPAW-2114     2022102618007704073              AVSS 0.75F Y/B           CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT22A189
BI00B32P8    TAPAW-2113     2022101918007704075              AVSS 0.75F Y/R           CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT12A147
BI00B32P8    TAPAW-2114     2022102618007704075              AVSS 0.75F Y/R           CCN000009000000009000FN00000000020221101000009000NNM   20220822103216    1W    00000100000000943000000000032P8    YIYTM   000000000000YT22A191
BI00B32P8    TAPAW-2111     2022100518007704130              AVSS 1.25F B             CCN000005600000005600FN00000000020221101000005600NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT329059
BI00B32P8    TAPAW-2112     2022101218007704130              AVSS 1.25F B             CCN000020800000020800FN00000000020221101000020800NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT429104
BI00B32P8    TAPAW-2113     2022101918007704130              AVSS 1.25F B             CCN000020800000020800FN00000000020221101000020800NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT12A148
BI00B32P8    TAPAW-2114     2022102618007704130              AVSS 1.25F B             CCN000020800000020800FN00000000020221101000020800NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT22A192
BI00B32P8    TAPAW-2112     2022101218007704180              AVSS 1.25F BR            CCN000000800000000800FN00000000020221101000000800NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT429105
BI00B32P8    TAPAW-2113     2022101918007704180              AVSS 1.25F BR            CCN000001600000001600FN00000000020221101000001600NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT12A149
BI00B32P8    TAPAW-2114     2022102618007704180              AVSS 1.25F BR            CCN000000800000000800FN00000000020221101000000800NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT22A193
BI00B32P8    TAPAW-2111     2022100518007704184              AVSS 1.25F BR/W          CCN000000800000000800FN00000000020221101000000800NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT329060
BI00B32P8    TAPAW-2112     2022101218007704184              AVSS 1.25F BR/W          CCN000000800000000800FN00000000020221101000000800NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT429106
BI00B32P8    TAPAW-2114     2022102618007704184              AVSS 1.25F BR/W          CCN000000800000000800FN00000000020221101000000800NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT22A194
BI00B32P8    TAPAW-2111     2022100518007704160              AVSS 1.25F G             CCN000000800000000800FN00000000020221101000000800NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT329061
BI00B32P8    TAPAW-2112     2022101218007704160              AVSS 1.25F G             CCN000004000000004000FN00000000020221101000004000NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT429107
BI00B32P8    TAPAW-2113     2022101918007704160              AVSS 1.25F G             CCN000004000000004000FN00000000020221101000004000NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT12A150
BI00B32P8    TAPAW-2114     2022102618007704160              AVSS 1.25F G             CCN000004000000004000FN00000000020221101000004000NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT22A195
BI00B32P8    TAPAW-2111     2022100518007704163              AVSS 1.25F G/B           CCN000001600000001600FN00000000020221101000001600NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT329062
BI00B32P8    TAPAW-2112     2022101218007704163              AVSS 1.25F G/B           CCN000000800000000800FN00000000020221101000000800NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT429108
BI00B32P8    TAPAW-2113     2022101918007704163              AVSS 1.25F G/B           CCN000001600000001600FN00000000020221101000001600NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT12A151
BI00B32P8    TAPAW-2114     2022102618007704163              AVSS 1.25F G/B           CCN000000800000000800FN00000000020221101000000800NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT22A196
BI00B32P8    TAPAW-2113     2022101918007704165              AVSS 1.25F G/R           CCN000001600000001600FN00000000020221101000001600NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT12A152
BI00B32P8    TAPAW-2114     2022102618007704165              AVSS 1.25F G/R           CCN000002400000002400FN00000000020221101000002400NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT22A197
BI00B32P8    TAPAW-2112     2022101218007704141              AVSS 1.25F GY            CCN000004800000004800FN00000000020221101000004800NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT429109
BI00B32P8    TAPAW-2113     2022101918007704141              AVSS 1.25F GY            CCN000004800000004800FN00000000020221101000004800NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT12A153
BI00B32P8    TAPAW-2114     2022102618007704141              AVSS 1.25F GY            CCN000004000000004000FN00000000020221101000004000NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT22A198
BI00B32P8    TAPAW-2112     2022101218007704190              AVSS 1.25F L             CCN000004000000004000FN00000000020221101000004000NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT429110
BI00B32P8    TAPAW-2113     2022101918007704190              AVSS 1.25F L             CCN000004000000004000FN00000000020221101000004000NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT12A154
BI00B32P8    TAPAW-2114     2022102618007704190              AVSS 1.25F L             CCN000004000000004000FN00000000020221101000004000NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT22A199
BI00B32P8    TAPAW-2111     2022100518007704193              AVSS 1.25F L/B           CCN000002400000002400FN00000000020221101000002400NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT329064
BI00B32P8    TAPAW-2112     2022101218007704193              AVSS 1.25F L/B           CCN000001600000001600FN00000000020221101000001600NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT429111
BI00B32P8    TAPAW-2113     2022101918007704193              AVSS 1.25F L/B           CCN000001600000001600FN00000000020221101000001600NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT12A155
BI00B32P8    TAPAW-2114     2022102618007704193              AVSS 1.25F L/B           CCN000001600000001600FN00000000020221101000001600NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT22A200
BI00B32P8    TAPAW-2113     2022101918007704197              AVSS 1.25F L/Y           CCN000000800000000800FN00000000020221101000000800NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT12A156
BI00B32P8    TAPAW-2114     2022102618007704197              AVSS 1.25F L/Y           CCN000003200000003200FN00000000020221101000003200NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT22A201
BI00B32P8    TAPAW-2113     2022101918007704152              AVSS 1.25F P             CCN000000800000000800FN00000000020221101000000800NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT12A157
BI00B32P8    TAPAW-2114     2022102618007704152              AVSS 1.25F P             CCN000000800000000800FN00000000020221101000000800NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT22A202
BI00B32P8    TAPAW-2113     2022101918007704150              AVSS 1.25F R             CCN000003200000003200FN00000000020221101000003200NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT12A158
BI00B32P8    TAPAW-2114     2022102618007704150              AVSS 1.25F R             CCN000006400000006400FN00000000020221101000006400NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT22A203
BI00B32P8    TAPAW-2114     2022102618007704159              AVSS 1.25F R/L           CCN000000800000000800FN00000000020221101000000800NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT22A205
BI00B32P8    TAPAW-2114     2022102618007704157              AVSS 1.25F R/Y           CCN000002400000002400FN00000000020221101000002400NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT22A206
BI00B32P8    TAPAW-2111     2022100518007704143              AVSS 1.25F W/B           CCN000006400000006400FN00000000020221101000006400NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT329065
BI00B32P8    TAPAW-2112     2022101218007704143              AVSS 1.25F W/B           CCN000003200000003200FN00000000020221101000003200NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT429112
BI00B32P8    TAPAW-2113     2022101918007704143              AVSS 1.25F W/B           CCN000003200000003200FN00000000020221101000003200NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT12A159
BI00B32P8    TAPAW-2114     2022102618007704143              AVSS 1.25F W/B           CCN000003200000003200FN00000000020221101000003200NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT22A207
BI00B32P8    TAPAW-2114     2022102618007704146              AVSS 1.25F W/G           CCN000001600000001600FN00000000020221101000001600NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT22A208
BI00B32P8    TAPAW-2112     2022101218007704149              AVSS 1.25F W/L           CCN000001600000001600FN00000000020221101000001600NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT429113
BI00B32P8    TAPAW-2113     2022101918007704149              AVSS 1.25F W/L           CCN000002400000002400FN00000000020221101000002400NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT12A160
BI00B32P8    TAPAW-2114     2022102618007704149              AVSS 1.25F W/L           CCN000003200000003200FN00000000020221101000003200NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT22A209
BI00B32P8    TAPAW-2112     2022101218007704170              AVSS 1.25F Y             CCN000003200000003200FN00000000020221101000003200NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT429114
BI00B32P8    TAPAW-2113     2022101918007704170              AVSS 1.25F Y             CCN000008000000008000FN00000000020221101000008000NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT12A161
BI00B32P8    TAPAW-2114     2022102618007704170              AVSS 1.25F Y             CCN000008000000008000FN00000000020221101000008000NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT22A210
BI00B32P8    TAPAW-2114     2022102618007704173              AVSS 1.25F Y/B           CCN000000800000000800FN00000000020221101000000800NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT22A211
BI00B32P8    TAPAW-2113     2022101918007704176              AVSS 1.25F Y/G           CCN000000800000000800FN00000000020221101000000800NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT12A162
BI00B32P8    TAPAW-2113     2022101918007704175              AVSS 1.25F Y/R           CCN000000800000000800FN00000000020221101000000800NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT12A163
BI00B32P8    TAPAW-2114     2022102618007704175              AVSS 1.25F Y/R           CCN000000800000000800FN00000000020221101000000800NNM   20220822103216    1W    00000080000001389000000000032P8    YIYTM   000000000000YT22A212
BI00B32P8    TAPAW-2111     20221005180D0203740              AVSSH 0.3F W             CCN000004000000004000FN00000000020221101000004000NNM   20220822103216    1W    00000200000000515000000000032P8    YIYTM   000000000000YT329007
BI00B32P8    TAPAW-2112     20221012180D0203740              AVSSH 0.3F W             CCN000004000000004000FN00000000020221101000004000NNM   20220822103216    1W    00000200000000515000000000032P8    YIYTM   000000000000YT429027
BI00B32P8    TAPAW-2113     20221019180D0203740              AVSSH 0.3F W             CCN000006000000006000FN00000000020221101000006000NNM   20220822103216    1W    00000200000000515000000000032P8    YIYTM   000000000000YT12A041
BI00B32P8    TAPAW-2114     20221026180D0203740              AVSSH 0.3F W             CCN000004000000004000FN00000000020221101000004000NNM   20220822103216    1W    00000200000000515000000000032P8    YIYTM   000000000000YT22A063
BI00B32P8    TAPAW-2113     20221019180D0203930              AVSSH 0.5F B             CCN000012000000012000FN00000000020221101000012000NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT12A042
BI00B32P8    TAPAW-2114     20221026180D0203930              AVSSH 0.5F B             CCN000012000000012000FN00000000020221101000012000NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT22A064
BI00B32P8    TAPAW-2114     20221026180D0203935              AVSSH 0.5F B/R           CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT22A065
BI00B32P8    TAPAW-2111     20221005180D0203960              AVSSH 0.5F G             CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT329008
BI00B32P8    TAPAW-2112     20221012180D0203960              AVSSH 0.5F G             CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT429028
BI00B32P8    TAPAW-2113     20221019180D0203960              AVSSH 0.5F G             CCN000004500000004500FN00000000020221101000004500NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT12A043
BI00B32P8    TAPAW-2114     20221026180D0203960              AVSSH 0.5F G             CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT22A066
BI00B32P8    TAPAW-2111     20221005180D0203964              AVSSH 0.5F G/W           CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT329009
BI00B32P8    TAPAW-2112     20221012180D0203964              AVSSH 0.5F G/W           CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT429029
BI00B32P8    TAPAW-2113     20221019180D0203964              AVSSH 0.5F G/W           CCN000004500000004500FN00000000020221101000004500NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT12A044
BI00B32P8    TAPAW-2114     20221026180D0203964              AVSSH 0.5F G/W           CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT22A067
BI00B32P8    TAPAW-2112     20221012180D0203990              AVSSH 0.5F L             CCN000007500000007500FN00000000020221101000007500NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT429030
BI00B32P8    TAPAW-2113     20221019180D0203990              AVSSH 0.5F L             CCN000006000000006000FN00000000020221101000006000NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT12A045
BI00B32P8    TAPAW-2114     20221026180D0203990              AVSSH 0.5F L             CCN000007500000007500FN00000000020221101000007500NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT22A068
BI00B32P8    TAPAW-2112     20221012180D0203994              AVSSH 0.5F L/W           CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT429031
BI00B32P8    TAPAW-2113     20221019180D0203994              AVSSH 0.5F L/W           CCN000004500000004500FN00000000020221101000004500NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT12A046
BI00B32P8    TAPAW-2114     20221026180D0203994              AVSSH 0.5F L/W           CCN000004500000004500FN00000000020221101000004500NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT22A069
BI00B32P8    TAPAW-2111     20221005180D0203952              AVSSH 0.5F P             CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT329010
BI00B32P8    TAPAW-2112     20221012180D0203952              AVSSH 0.5F P             CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT429032
BI00B32P8    TAPAW-2113     20221019180D0203952              AVSSH 0.5F P             CCN000004500000004500FN00000000020221101000004500NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT12A048
BI00B32P8    TAPAW-2114     20221026180D0203952              AVSSH 0.5F P             CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT22A070
BI00B32P8    TAPAW-2113     20221019180D0203907              AVSSH 0.5F P/B           CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT12A049
BI00B32P8    TAPAW-2114     20221026180D0203907              AVSSH 0.5F P/B           CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT22A071
BI00B32P8    TAPAW-2111     20221005180D0203950              AVSSH 0.5F R             CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT329011
BI00B32P8    TAPAW-2112     20221012180D0203950              AVSSH 0.5F R             CCN000009000000009000FN00000000020221101000009000NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT429033
BI00B32P8    TAPAW-2113     20221019180D0203950              AVSSH 0.5F R             CCN000010500000010500FN00000000020221101000010500NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT12A050
BI00B32P8    TAPAW-2114     20221026180D0203950              AVSSH 0.5F R             CCN000009000000009000FN00000000020221101000009000NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT22A072
BI00B32P8    TAPAW-2113     20221019180D0203954              AVSSH 0.5F R/W           CCN000004500000004500FN00000000020221101000004500NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT12A051
BI00B32P8    TAPAW-2114     20221026180D0203954              AVSSH 0.5F R/W           CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT22A073
BI00B32P8    TAPAW-2113     20221019180D02039G4              AVSSH 0.5F V/R           CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT12A052
BI00B32P8    TAPAW-2114     20221026180D0203940              AVSSH 0.5F W             CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT22A074
BI00B32P8    TAPAW-2112     20221012180D0203943              AVSSH 0.5F W/B           CCN000006000000006000FN00000000020221101000006000NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT429034
BI00B32P8    TAPAW-2113     20221019180D0203943              AVSSH 0.5F W/B           CCN000018000000018000FN00000000020221101000018000NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT12A053
BI00B32P8    TAPAW-2114     20221026180D0203943              AVSSH 0.5F W/B           CCN000018000000018000FN00000000020221101000018000NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT22A075
BI00B32P8    TAPAW-2114     20221026180D0203945              AVSSH 0.5F W/R           CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT22A076
BI00B32P8    TAPAW-2113     20221019180D0203970              AVSSH 0.5F Y             CCN000003000000003000FN00000000020221101000003000NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT12A054
BI00B32P8    TAPAW-2114     20221026180D0203970              AVSSH 0.5F Y             CCN000006000000006000FN00000000020221101000006000NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT22A077
BI00B32P8    TAPAW-2112     20221012180D0203973              AVSSH 0.5F Y/B           CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT429035
BI00B32P8    TAPAW-2113     20221019180D0203973              AVSSH 0.5F Y/B           CCN000001500000001500FN00000000020221101000001500NNM   20220822103216    1W    00000150000000689000000000032P8    YIYTM   000000000000YT12A055
BI00B32P8    TAPAW-2113     20221019180D0204030              AVSSH 0.75F B            CCN000001000000001000FN00000000020221101000001000NNM   20220822103216    1W    00000100000000934000000000032P8    YIYTM   000000000000YT12A056
BI00B32P8    TAPAW-2114     20221026180D0204030              AVSSH 0.75F B            CCN000001000000001000FN00000000020221101000001000NNM   20220822103216    1W    00000100000000934000000000032P8    YIYTM   000000000000YT22A078
BI00B32P8    TAPAW-2112     20221012180D0204034              AVSSH 0.75F B/W          CCN000002000000002000FN00000000020221101000002000NNM   20220822103216    1W    00000100000000934000000000032P8    YIYTM   000000000000YT429036
BI00B32P8    TAPAW-2113     20221019180D0204034              AVSSH 0.75F B/W          CCN000002000000002000FN00000000020221101000002000NNM   20220822103216    1W    00000100000000934000000000032P8    YIYTM   000000000000YT12A057
BI00B32P8    TAPAW-2114     20221026180D0204034              AVSSH 0.75F B/W          CCN000002000000002000FN00000000020221101000002000NNM   20220822103216    1W    00000100000000934000000000032P8    YIYTM   000000000000YT22A079
BI00B32P8    TAPAW-2112     20221012180D0204060              AVSSH 0.75F G            CCN000001000000001000FN00000000020221101000001000NNM   20220822103216    1W    00000100000000934000000000032P8    YIYTM   000000000000YT429037
BI00B32P8    TAPAW-2113     20221019180D0204060              AVSSH 0.75F G            CCN000002000000002000FN00000000020221101000002000NNM   20220822103216    1W    00000100000000934000000000032P8    YIYTM   000000000000YT12A058
BI00B32P8    TAPAW-2114     20221026180D0204060              AVSSH 0.75F G            CCN000001000000001000FN00000000020221101000001000NNM   20220822103216    1W    00000100000000934000000000032P8    YIYTM   000000000000YT22A080
